RecipeID,Recipe Name,Tier,Recipe Summary,Brew Summary,Amount of Ingredients,Amount of Potions,Total Magimin,Rarity,Stars,Cost,Value,Profit,Profit Ratio,Unique ingredient string,Unique Ingredient ID's,,,,,,,,,,,,,,count unique ingredients,,,,,,,,,,,,,
perf756,Alertness Enhancer,2,"5x Dragon Dung
5x Snowflake Spore",5x Masterwork Alertness Enhancer 3*,10,5,1100,Masterwork,3,1390,10674,9284,6.679,"49,177",49,177,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf757,Alertness Enhancer,2,"6x Dragon Dung
6x Snowflake Spore",6x Masterwork Alertness Enhancer 5*,12,6,1320,Masterwork,5,1668,16211,14543,8.719,"49,177",49,177,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf758,Alertness Enhancer,2,"7x Dragon Dung
7x Snowflake Spore",7x Masterwork Alertness Enhancer 5*,14,7,1540,Masterwork,5,1946,18912,16966,8.719,"49,177",49,177,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf759,Radiation Tonic,4,"1x Dragon Pheromones
1x Yeti Antler",1x Greater Radiation Tonic 1*,2,1,176,Greater,1,255,148,-107,-0.419,"50,200",50,200,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf760,Radiation Tonic,4,"2x Dragon Pheromones
2x Yeti Antler",2x Grand Radiation Tonic 2*,4,2,352,Grand,2,510,750,240,0.470,"50,200",50,200,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf761,Radiation Tonic,4,"3x Dragon Pheromones
3x Yeti Antler",3x Superior Radiation Tonic 1*,6,3,528,Superior,1,765,2249,1484,1.940,"50,200",50,200,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf762,Radiation Tonic,4,"4x Dragon Pheromones
4x Yeti Antler",4x Superior Radiation Tonic 5*,8,4,704,Superior,5,1020,4803,3783,3.709,"50,200",50,200,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf763,Radiation Tonic,4,"5x Dragon Pheromones
5x Yeti Antler",5x Masterwork Radiation Tonic 2*,10,5,880,Masterwork,2,1275,9488,8213,6.441,"50,200",50,200,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf764,Radiation Tonic,4,"6x Dragon Pheromones
6x Yeti Antler",6x Masterwork Radiation Tonic 3*,12,6,1056,Masterwork,3,1530,12808,11278,7.372,"50,200",50,200,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf765,Radiation Tonic,4,"7x Dragon Pheromones
7x Yeti Antler",7x Masterwork Radiation Tonic 5*,14,7,1232,Masterwork,5,1785,18912,17127,9.595,"50,200",50,200,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf766,Ice Tonic,2,"1x Dragonbreath Blossom
1x Jotunn's Frozen Heart",1x Common Ice Tonic 3*,2,1,110,Common,3,174,64,-110,-0.632,"53,98",53,98,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf767,Ice Tonic,2,"2x Dragonbreath Blossom
2x Jotunn's Frozen Heart",2x Greater Ice Tonic 3*,4,2,220,Greater,3,348,288,-60,-0.171,"53,98",53,98,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf768,Ice Tonic,2,"3x Dragonbreath Blossom
3x Jotunn's Frozen Heart",3x Grand Ice Tonic 1*,6,3,330,Grand,1,522,769,247,0.473,"53,98",53,98,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf769,Ice Tonic,2,"4x Dragonbreath Blossom
4x Jotunn's Frozen Heart",4x Grand Ice Tonic 5*,8,4,440,Grand,5,696,1642,946,1.359,"53,98",53,98,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf770,Ice Tonic,2,"5x Dragonbreath Blossom
5x Jotunn's Frozen Heart",5x Superior Ice Tonic 2*,10,5,550,Superior,2,870,3244,2374,2.728,"53,98",53,98,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf771,Ice Tonic,2,"6x Dragonbreath Blossom
6x Jotunn's Frozen Heart",6x Superior Ice Tonic 5*,12,6,660,Superior,5,1044,5542,4498,4.309,"53,98",53,98,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf772,Ice Tonic,2,"7x Dragonbreath Blossom
7x Jotunn's Frozen Heart",7x Masterwork Ice Tonic 0*,14,7,770,Masterwork,0,1218,8073,6855,5.628,"53,98",53,98,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf773,Shadow Tonic,2,"1x Dragonegg Citrus
1x Elder Being's Tusk",1x Greater Shadow Tonic 1*,2,1,176,Greater,1,238,137,-101,-0.426,"54,60",54,60,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf774,Shadow Tonic,2,"2x Dragonegg Citrus
2x Elder Being's Tusk",2x Grand Shadow Tonic 2*,4,2,352,Grand,2,476,692,216,0.454,"54,60",54,60,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf775,Shadow Tonic,2,"3x Dragonegg Citrus
3x Elder Being's Tusk",3x Superior Shadow Tonic 1*,6,3,528,Superior,1,714,2076,1362,1.907,"54,60",54,60,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf776,Shadow Tonic,2,"4x Dragonegg Citrus
4x Elder Being's Tusk",4x Superior Shadow Tonic 5*,8,4,704,Superior,5,952,4434,3482,3.657,"54,60",54,60,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf777,Shadow Tonic,2,"5x Dragonegg Citrus
5x Elder Being's Tusk",5x Masterwork Shadow Tonic 2*,10,5,880,Masterwork,2,1190,8758,7568,6.360,"54,60",54,60,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf778,Shadow Tonic,2,"6x Dragonegg Citrus
6x Elder Being's Tusk",6x Masterwork Shadow Tonic 3*,12,6,1056,Masterwork,3,1428,11823,10395,7.280,"54,60",54,60,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf779,Shadow Tonic,2,"7x Dragonegg Citrus
7x Elder Being's Tusk",7x Masterwork Shadow Tonic 5*,14,7,1232,Masterwork,5,1666,17458,15792,9.479,"54,60",54,60,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf780,Speed Potion,2,"1x Dragonfire Pearl
1x Rotfly Mutant",1x Common Speed Potion 1*,2,1,88,Common,1,150,61,-89,-0.595,"55,156",55,156,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf781,Speed Potion,2,"2x Dragonfire Pearl
2x Rotfly Mutant",2x Greater Speed Potion 1*,4,2,176,Greater,1,300,273,-27,-0.089,"55,156",55,156,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf782,Speed Potion,2,"3x Dragonfire Pearl
3x Rotfly Mutant",3x Greater Speed Potion 5*,6,3,264,Greater,5,450,657,207,0.460,"55,156",55,156,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf783,Speed Potion,2,"4x Dragonfire Pearl
4x Rotfly Mutant",4x Grand Speed Potion 2*,8,4,352,Grand,2,600,1384,784,1.307,"55,156",55,156,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf784,Speed Potion,2,"5x Dragonfire Pearl
5x Rotfly Mutant",5x Grand Speed Potion 5*,10,5,440,Grand,5,750,2463,1713,2.284,"55,156",55,156,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf785,Speed Potion,2,"6x Dragonfire Pearl
6x Rotfly Mutant",6x Superior Speed Potion 1*,12,6,528,Superior,1,900,4152,3252,3.613,"55,156",55,156,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf786,Speed Potion,2,"7x Dragonfire Pearl
7x Rotfly Mutant",7x Superior Speed Potion 3*,14,7,616,Superior,3,1050,6131,5081,4.839,"55,156",55,156,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf787,Thunder Tonic,2,"1x Dragonfire Pearl
1x Snowflake Spore",1x Common Thunder Tonic 5*,2,1,132,Common,5,181,89,-92,-0.507,"55,177",55,177,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf788,Thunder Tonic,2,"2x Dragonfire Pearl
2x Snowflake Spore",2x Greater Thunder Tonic 5*,4,2,264,Greater,5,362,401,39,0.109,"55,177",55,177,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf789,Thunder Tonic,2,"3x Dragonfire Pearl
3x Snowflake Spore",3x Grand Thunder Tonic 3*,6,3,396,Grand,3,543,1070,527,0.971,"55,177",55,177,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf790,Thunder Tonic,2,"4x Dragonfire Pearl
4x Snowflake Spore",4x Superior Thunder Tonic 1*,8,4,528,Superior,1,724,2537,1813,2.505,"55,177",55,177,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf791,Thunder Tonic,2,"5x Dragonfire Pearl
5x Snowflake Spore",5x Superior Thunder Tonic 5*,10,5,660,Superior,5,905,5080,4175,4.614,"55,177",55,177,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf792,Thunder Tonic,2,"6x Dragonfire Pearl
6x Snowflake Spore",6x Masterwork Thunder Tonic 0*,12,6,792,Masterwork,0,1086,7612,6526,6.009,"55,177",55,177,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf793,Thunder Tonic,2,"7x Dragonfire Pearl
7x Snowflake Spore",7x Masterwork Thunder Tonic 2*,14,7,924,Masterwork,2,1267,11239,9972,7.871,"55,177",55,177,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf794,Ice Tonic,2,"1x Dwarf Kraken
1x Saltwatermelon",1x Common Ice Tonic 1*,2,1,80,Common,1,74,51,-23,-0.316,"58,162",58,162,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf795,Ice Tonic,2,"2x Dwarf Kraken
2x Saltwatermelon",2x Greater Ice Tonic 0*,4,2,160,Greater,0,148,203,55,0.368,"58,162",58,162,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf796,Ice Tonic,2,"3x Dwarf Kraken
3x Saltwatermelon",3x Greater Ice Tonic 4*,6,3,240,Greater,4,222,487,265,1.192,"58,162",58,162,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf797,Ice Tonic,2,"4x Dwarf Kraken
4x Saltwatermelon",4x Grand Ice Tonic 1*,8,4,320,Grand,1,296,1025,729,2.463,"58,162",58,162,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf798,Ice Tonic,2,"5x Dwarf Kraken
5x Saltwatermelon",5x Grand Ice Tonic 4*,10,5,400,Grand,4,370,1825,1455,3.931,"58,162",58,162,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf799,Ice Tonic,2,"6x Dwarf Kraken
6x Saltwatermelon",6x Superior Ice Tonic 0*,12,6,480,Superior,0,444,3075,2631,5.927,"58,162",58,162,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf800,Ice Tonic,2,"7x Dwarf Kraken
7x Saltwatermelon",7x Superior Ice Tonic 2*,14,7,560,Superior,2,518,4541,4023,7.767,"58,162",58,162,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf801,Fire Tonic,1,"1x Dwarf Kraken
1x Spriggan Antler",1x Common Fire Tonic 1*,2,1,80,Common,1,68,46,-22,-0.330,"58,183",58,183,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf802,Fire Tonic,1,"2x Dwarf Kraken
2x Spriggan Antler",2x Greater Fire Tonic 0*,4,2,160,Greater,0,136,182,46,0.340,"58,183",58,183,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf803,Fire Tonic,1,"3x Dwarf Kraken
3x Spriggan Antler",3x Greater Fire Tonic 4*,6,3,240,Greater,4,204,438,234,1.147,"58,183",58,183,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf804,Fire Tonic,1,"4x Dwarf Kraken
4x Spriggan Antler",4x Grand Fire Tonic 1*,8,4,320,Grand,1,272,923,651,2.392,"58,183",58,183,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf805,Fire Tonic,1,"5x Dwarf Kraken
5x Spriggan Antler",5x Grand Fire Tonic 4*,10,5,400,Grand,4,340,1642,1302,3.830,"58,183",58,183,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf806,Fire Tonic,1,"6x Dwarf Kraken
6x Spriggan Antler",6x Superior Fire Tonic 0*,12,6,480,Superior,0,408,2768,2360,5.784,"58,183",58,183,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf807,Fire Tonic,1,"7x Dwarf Kraken
7x Spriggan Antler",7x Superior Fire Tonic 2*,14,7,560,Superior,2,476,4087,3611,7.586,"58,183",58,183,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf808,Drowsiness Cure,2,"1x Eye of Newt
1x Harpy's Heart of Stone",1x Common Drowsiness Cure 0*,2,1,64,Common,0,110,47,-63,-0.570,"63,86",63,86,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf809,Drowsiness Cure,2,"2x Eye of Newt
2x Harpy's Heart of Stone",2x Common Drowsiness Cure 4*,4,2,128,Common,4,220,151,-69,-0.312,"63,86",63,86,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf810,Drowsiness Cure,2,"3x Eye of Newt
3x Harpy's Heart of Stone",3x Greater Drowsiness Cure 1*,6,3,192,Greater,1,330,359,29,0.087,"63,86",63,86,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf811,Drowsiness Cure,2,"4x Eye of Newt
4x Harpy's Heart of Stone",4x Greater Drowsiness Cure 4*,8,4,256,Greater,4,440,681,241,0.548,"63,86",63,86,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf812,Drowsiness Cure,2,"5x Eye of Newt
5x Harpy's Heart of Stone",5x Grand Drowsiness Cure 1*,10,5,320,Grand,1,550,1346,796,1.446,"63,86",63,86,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf813,Drowsiness Cure,2,"6x Eye of Newt
6x Harpy's Heart of Stone",6x Grand Drowsiness Cure 3*,12,6,384,Grand,3,660,2044,1384,2.096,"63,86",63,86,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf814,Drowsiness Cure,2,"7x Eye of Newt
7x Harpy's Heart of Stone",7x Grand Drowsiness Cure 5*,14,7,448,Grand,5,770,3017,2247,2.919,"63,86",63,86,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf815,Sight Enhancer,1,"1x Eye of Newt
1x Warg Pheromones",1x Minor Sight Enhancer 4*,2,1,40,Minor,4,60,32,-28,-0.466,"63,197",63,197,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf816,Sight Enhancer,1,"2x Eye of Newt
2x Warg Pheromones",2x Common Sight Enhancer 1*,4,2,80,Common,1,120,101,-19,-0.156,"63,197",63,197,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf817,Sight Enhancer,1,"3x Eye of Newt
3x Warg Pheromones",3x Common Sight Enhancer 4*,6,3,120,Common,4,180,216,36,0.201,"63,197",63,197,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf818,Sight Enhancer,1,"4x Eye of Newt
4x Warg Pheromones",4x Greater Sight Enhancer 0*,8,4,160,Greater,0,240,405,165,0.688,"63,197",63,197,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf819,Sight Enhancer,1,"5x Eye of Newt
5x Warg Pheromones",5x Greater Sight Enhancer 2*,10,5,200,Greater,2,300,641,341,1.136,"63,197",63,197,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf820,Sight Enhancer,1,"6x Eye of Newt
6x Warg Pheromones",6x Greater Sight Enhancer 4*,12,6,240,Greater,4,360,973,613,1.703,"63,197",63,197,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf821,Sight Enhancer,1,"7x Eye of Newt
7x Warg Pheromones",7x Greater Sight Enhancer 5*,14,7,280,Greater,5,420,1277,857,2.041,"63,197",63,197,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf822,Health Potion,1,"1x Fairy Flower Bloom
1x Giantstool Mushroom",1x Minor Health Potion 4*,2,1,40,Minor,4,75,26,-49,-0.658,"64,77",64,77,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf823,Health Potion,1,"2x Fairy Flower Bloom
2x Giantstool Mushroom",2x Common Health Potion 1*,4,2,80,Common,1,150,81,-69,-0.460,"64,77",64,77,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf824,Health Potion,1,"3x Fairy Flower Bloom
3x Giantstool Mushroom",3x Common Health Potion 4*,6,3,120,Common,4,225,173,-52,-0.231,"64,77",64,77,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf825,Health Potion,1,"4x Fairy Flower Bloom
4x Giantstool Mushroom",4x Greater Health Potion 0*,8,4,160,Greater,0,300,324,24,0.080,"64,77",64,77,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf826,Health Potion,1,"5x Fairy Flower Bloom
5x Giantstool Mushroom",5x Greater Health Potion 2*,10,5,200,Greater,2,375,513,138,0.367,"64,77",64,77,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf827,Health Potion,1,"6x Fairy Flower Bloom
6x Giantstool Mushroom",6x Greater Health Potion 4*,12,6,240,Greater,4,450,778,328,0.730,"64,77",64,77,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf828,Health Potion,1,"7x Fairy Flower Bloom
7x Giantstool Mushroom",7x Greater Health Potion 5*,14,7,280,Greater,5,525,1022,497,0.946,"64,77",64,77,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf829,Fire Tonic,1,"1x Fairy Flower Bloom
1x Rotfly Adult",1x Minor Fire Tonic 4*,2,1,40,Minor,4,73,29,-44,-0.605,"64,152",64,152,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf830,Fire Tonic,1,"2x Fairy Flower Bloom
2x Rotfly Adult",2x Common Fire Tonic 1*,4,2,80,Common,1,146,91,-55,-0.376,"64,152",64,152,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf831,Fire Tonic,1,"3x Fairy Flower Bloom
3x Rotfly Adult",3x Common Fire Tonic 4*,6,3,120,Common,4,219,195,-24,-0.111,"64,152",64,152,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf832,Fire Tonic,1,"4x Fairy Flower Bloom
4x Rotfly Adult",4x Greater Fire Tonic 0*,8,4,160,Greater,0,292,365,73,0.248,"64,152",64,152,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf833,Fire Tonic,1,"5x Fairy Flower Bloom
5x Rotfly Adult",5x Greater Fire Tonic 2*,10,5,200,Greater,2,365,577,212,0.580,"64,152",64,152,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf834,Fire Tonic,1,"6x Fairy Flower Bloom
6x Rotfly Adult",6x Greater Fire Tonic 4*,12,6,240,Greater,4,438,876,438,1.000,"64,152",64,152,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf835,Fire Tonic,1,"7x Fairy Flower Bloom
7x Rotfly Adult",7x Greater Fire Tonic 5*,14,7,280,Greater,5,511,1149,638,1.249,"64,152",64,152,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf836,Ice Tonic,2,"1x Fairy Flower Bloom
1x Shadowveil Pearl",1x Minor Ice Tonic 4*,2,1,40,Minor,4,73,32,-41,-0.561,"64,169",64,169,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf837,Ice Tonic,2,"2x Fairy Flower Bloom
2x Shadowveil Pearl",2x Common Ice Tonic 1*,4,2,80,Common,1,146,101,-45,-0.307,"64,169",64,169,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf838,Ice Tonic,2,"3x Fairy Flower Bloom
3x Shadowveil Pearl",3x Common Ice Tonic 4*,6,3,120,Common,4,219,216,-3,-0.013,"64,169",64,169,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf839,Ice Tonic,2,"4x Fairy Flower Bloom
4x Shadowveil Pearl",4x Greater Ice Tonic 0*,8,4,160,Greater,0,292,405,113,0.387,"64,169",64,169,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf840,Ice Tonic,2,"5x Fairy Flower Bloom
5x Shadowveil Pearl",5x Greater Ice Tonic 2*,10,5,200,Greater,2,365,641,276,0.755,"64,169",64,169,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf841,Ice Tonic,2,"6x Fairy Flower Bloom
6x Shadowveil Pearl",6x Greater Ice Tonic 4*,12,6,240,Greater,4,438,973,535,1.222,"64,169",64,169,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf842,Ice Tonic,2,"7x Fairy Flower Bloom
7x Shadowveil Pearl",7x Greater Ice Tonic 5*,14,7,280,Greater,5,511,1277,766,1.499,"64,169",64,169,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf843,Ice Tonic,2,"1x Fairy Flower Bud
1x Murkwater Pearl",1x Minor Ice Tonic 2*,2,1,24,Minor,2,50,25,-25,-0.494,"65,126",65,126,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf844,Ice Tonic,2,"2x Fairy Flower Bud
2x Murkwater Pearl",2x Minor Ice Tonic 4*,4,2,48,Minor,4,100,64,-36,-0.359,"65,126",65,126,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf845,Ice Tonic,2,"3x Fairy Flower Bud
3x Murkwater Pearl",3x Common Ice Tonic 0*,6,3,72,Common,0,150,135,-15,-0.100,"65,126",65,126,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf846,Ice Tonic,2,"4x Fairy Flower Bud
4x Murkwater Pearl",4x Common Ice Tonic 2*,8,4,96,Common,2,200,228,28,0.139,"65,126",65,126,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf847,Ice Tonic,2,"5x Fairy Flower Bud
5x Murkwater Pearl",5x Common Ice Tonic 4*,10,5,120,Common,4,250,360,110,0.442,"65,126",65,126,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf848,Ice Tonic,2,"6x Fairy Flower Bud
6x Murkwater Pearl",6x Common Ice Tonic 5*,12,6,144,Common,5,300,487,187,0.622,"65,126",65,126,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf849,Ice Tonic,2,"7x Fairy Flower Bud
7x Murkwater Pearl",7x Greater Ice Tonic 0*,14,7,168,Greater,0,350,709,359,1.025,"65,126",65,126,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf850,Fire Tonic,1,"1x Fairy Flower Bud
1x Rotfly Cocoon",1x Minor Fire Tonic 2*,2,1,24,Minor,2,48,23,-25,-0.525,"65,153",65,153,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf851,Fire Tonic,1,"2x Fairy Flower Bud
2x Rotfly Cocoon",2x Minor Fire Tonic 4*,4,2,48,Minor,4,96,58,-38,-0.399,"65,153",65,153,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf852,Fire Tonic,1,"3x Fairy Flower Bud
3x Rotfly Cocoon",3x Common Fire Tonic 0*,6,3,72,Common,0,144,122,-22,-0.156,"65,153",65,153,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf853,Fire Tonic,1,"4x Fairy Flower Bud
4x Rotfly Cocoon",4x Common Fire Tonic 2*,8,4,96,Common,2,192,205,13,0.068,"65,153",65,153,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf854,Fire Tonic,1,"5x Fairy Flower Bud
5x Rotfly Cocoon",5x Common Fire Tonic 4*,10,5,120,Common,4,240,324,84,0.352,"65,153",65,153,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf855,Fire Tonic,1,"6x Fairy Flower Bud
6x Rotfly Cocoon",6x Common Fire Tonic 5*,12,6,144,Common,5,288,438,150,0.520,"65,153",65,153,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
perf856,Fire Tonic,1,"7x Fairy Flower Bud
7x Rotfly Cocoon",7x Greater Fire Tonic 0*,14,7,168,Greater,0,336,638,302,0.898,"65,153",65,153,,,,,,,,,,,,,7,7,0,0,0,0,0,0,0,0,0,0,0,0
perf857,Health Potion,1,"1x Fairy Flower Bud
1x Trollstool Mushroom",1x Minor Health Potion 2*,2,1,24,Minor,2,43,20,-23,-0.529,"65,193",65,193,,,,,,,,,,,,,1,1,0,0,0,0,0,0,0,0,0,0,0,0
perf858,Health Potion,1,"2x Fairy Flower Bud
2x Trollstool Mushroom",2x Minor Health Potion 4*,4,2,48,Minor,4,86,51,-35,-0.404,"65,193",65,193,,,,,,,,,,,,,2,2,0,0,0,0,0,0,0,0,0,0,0,0
perf859,Health Potion,1,"3x Fairy Flower Bud
3x Trollstool Mushroom",3x Common Health Potion 0*,6,3,72,Common,0,129,108,-21,-0.163,"65,193",65,193,,,,,,,,,,,,,3,3,0,0,0,0,0,0,0,0,0,0,0,0
perf860,Health Potion,1,"4x Fairy Flower Bud
4x Trollstool Mushroom",4x Common Health Potion 2*,8,4,96,Common,2,172,182,10,0.060,"65,193",65,193,,,,,,,,,,,,,4,4,0,0,0,0,0,0,0,0,0,0,0,0
perf861,Health Potion,1,"5x Fairy Flower Bud
5x Trollstool Mushroom",5x Common Health Potion 4*,10,5,120,Common,4,215,288,73,0.341,"65,193",65,193,,,,,,,,,,,,,5,5,0,0,0,0,0,0,0,0,0,0,0,0
perf862,Health Potion,1,"6x Fairy Flower Bud
6x Trollstool Mushroom",6x Common Health Potion 5*,12,6,144,Common,5,258,389,131,0.509,"65,193",65,193,,,,,,,,,,,,,6,6,0,0,0,0,0,0,0,0,0,0,0,0
